评论编号,评论,评分,用户名,用户地址,评论时间
17137042041,很满意挺不错的,5,u***y,,2022-02-16 21:08:02
17110492748,柚子挺新鲜的，皮薄肉厚汁多，挺好吃的,5,j***z,,2022-02-11 00:14:50
17052715150,好好吃，很甜 果子很好,5,妳***吖,,2022-01-26 00:59:06
17021755893,为什么柚子是苦的。你的良心不痛吗？,1,j***s,,2022-01-20 20:51:35
17016440428,到现在也没收到退款 差评,5,u***8,,2022-01-19 20:57:45
16982457800,柚子不错，红心的，很甜，个子很大。,5,1***R,,2022-01-13 09:17:22
16962353272,有点酸,5,j***z,,2022-01-08 22:49:28
16958738955,包装很有个性啊，纳爱斯meet柚，十分有意思。没有破损，也很快速。柚子的个头也很大，水分也很足，味道也不错，如果找缺点的话，就是芯不红啊。,5,王***鸭,,2022-01-08 11:09:47
16932590135,这个柚子特别好 水份大 好吃,5,J***牛,,2022-01-03 09:55:31
16918099374,柚子过季了，整体不太新鲜也有苦味，明年再来吧,5,j***e,,2021-12-31 21:00:05
16899093376,很好,5,G***E,,2021-12-29 11:19:03
16891917865,宝贝不错，汁水多、又甜，很好吃😋！,5,若***改,,2021-12-28 11:03:06
16891913962,宝贝不错，汁水足，又甜，很好吃😋！,5,若***改,,2021-12-28 11:02:42
16890741768,东西是坏的，果肉非常干，生鲜不给退，商家很蛮横,1,货***8,,2021-12-28 08:12:43
16882784374,这柚子真的太好了，还没有烂完，要是全部烂完就完美了，另外一个要是在小一点就好了，像鸡蛋一样，多好播这家的柚子我真是谢谢你，我也谢谢京东,1,j***p,,2021-12-27 00:04:59
16881722512,有一个是烂的，另外一个是白心的，是酸的，差得很,1,l***1,,2021-12-26 20:25:57
16875858658,买了他们家很多的游子，去年买了，今年也满了。一直喜欢吃肉。肉非常的嫩，水也非常的多。等我吃完了，我还会去他家买。感谢快递小哥，辛苦啦。,5,j***k,,2021-12-25 21:29:54
15125903687,柚子包装很好，到货快，色泽诱人，甜甜酸酸的，特别好吃，很喜欢，已经买好几次了。,5,N***9,,2021-01-02 17:09:05
15122459499,比较甜的柚子，红心的柚子，很好吃，下回还在这里买，一会儿就吃了一个大的柚子，还是大的好吃。,5,f***0,,2021-01-01 19:25:09
14858225238,京东农场种的，非常新鲜的。外表金黄，皮薄肉大，果肉成紫红色，酸酸甜甜的口感正好。快递包装完好无损，速度也快。满星好评！,5,我***趣,,2020-11-07 17:37:58
14847291935,东东农村来的柚子。红心柚子，味道不错，发货快，物流也还给力，非常满意～,5,可***脸,,2020-11-05 15:45:29
14771797079,真心不错，皮薄汁多酸甜可口,5,小***3,,2020-10-19 15:23:31
14767080987,不错，很好，非常新鲜的。外表金黄，皮薄肉大，果肉成紫红色，酸酸甜甜的口感正好。快递包装完好无损，速度也快。满星好评！,5,小***l,,2020-10-18 12:25:33
14766949448,红心柚果肉非常诱人，一拿回来就迫不及待开了个，切开皮闻到浓浓的柚子香味，酸酸甜甜好吃，皮薄肉厚颜色非常好看， 有点点酸头感觉挺好吃的，果肉颗粒清晰可见粒粒饱满感觉非常好，满手的果香都舍不得洗手了，太喜欢这种香味了果实饱满，最重要的还是很实惠 吃完继续买。,5,j***q,,2020-10-18 11:52:34
14741962745,柚子收到了，非常好吃，也非常满意。已经买了很多次了。水分非常多，粒粒肉饱满,5,j***f,,2020-10-11 19:58:59
14687519684,红心柚子含有丰富的维生素c也含有丰富微量元素，是一款营养价值很高的一款水果，柚子收到就迫不及待切开吃了，皮薄肉多，很甜，不酸，好吃还不贵，比超市那种白心的还便宜，一吃就停不下来了！孩子也喜欢吃！一会的功夫俩孩子就吃完了！,5,x***1,,2020-09-26 19:23:14
15058420378,产品包装合理，水果新鲜水质清甜，快递也快，食用还是很好味道。,5,j***q,,2020-12-17 11:22:01
16833343201,非常好吃,5,j***4,,2021-12-18 11:00:37
16825449625,一个月买78次真的好吃新鲜的很,5,木***嗳,,2021-12-16 18:10:49
16825292706,好评，三个都很大，还没吃，闻着很香柚子味。,5,气***妮,,2021-12-16 17:42:52
16806745428,说实话就是有点酸,5,小***n,,2021-12-13 10:40:03
16802595167,之前是朋友在这一家店买的柚子。然后吃着很甜，也很好吃。这一次我自己下了，一单买了两个。刚开始打开的时候，外面有点儿那个坏的样子。给客服发了信息，客服给说是不是坏的，然后我自己打开了。那个里边儿一点儿事儿没有，应该外面是正常的现象。挺好吃的，也不也不会说太干，然后那个酸甜酸甜的。有时间的话，再回购几单。在买着吃。,5,大***车,,2021-12-12 14:21:51
16800733013,买的发霉的柚子，不要买,5,e***d,,2021-12-12 07:30:00
16800021323,买四个烂两个😥😥,1,j***b,,2021-12-11 22:29:08
16799163407,质量不错我很喜欢，味道不错水多果甜，快递也很快,5,j***r,,2021-12-11 19:31:43
16798357890,常买，全家人一起享用,5,P***3,,2021-12-11 16:50:12
16796793455,柚子已经不好吃了，苦，有酒味😭,1,明***代,,2021-12-11 10:55:25
16795957412,好吃,5,L***7,,2021-12-11 01:41:31
16795834238,皮太厚，不是很好,5,w***7,,2021-12-11 00:02:30
16788290841,回购,5,j***f,,2021-12-09 11:02:36
16782434911,芯不红，感觉没熟透。有点失水。一般一般一般。,4,阳***好,,2021-12-07 21:03:41
16781970205,不错的一次购物体验，个大又好吃，还会再来买的。,5,j***d,,2021-12-07 19:38:42
16781619849,货物收到了，包装简单，柚子三个不知如何，尝试后再说。,4,j***y,,2021-12-07 18:25:19
16768330220,好吃不错 价格不算实惠,5,內***倪,,2021-12-04 17:03:17
16764321193,不错，酸甜可口，会回购的，好吃,5,b***3,,2021-12-03 18:52:32
16764285059,特别垃圾旗舰店，特别垃圾旗舰店，千万别买,1,j***s,,2021-12-03 18:47:46
16757506601,商家人不错，少发一个，立马补赔了。吃起来味道很不错,5,臭***足,,2021-12-02 14:39:53
14961532495,京东商每天种水果送的！很甜，水份也相当足好评！多年来一直在京东上买东西，一直是忠实的顾客。京东上的第三方买家，有些差异，遇到差的第三方，只要找京东，基本都能解决。京东上时有的活动，价格又很实惠。何乐而不为呢？,5,l***o,,2020-11-25 20:21:47
14955391601,红心柚收到，是京东农场种树收获的水果，一箱两个，个头不是特别大，但质量很好，很新鲜，外表金黄，切开皮浓浓的柚香，果肉红艳诱人，肉质紧实，果粒饱满多汁，味道清甜微酸，口感好。店家发货快，快递给力，包装完好无损。谢谢店家，谢谢京东，祝老板生意兴隆！,5,q***x,,2020-11-24 14:40:26
14951632640,柚子特别好，从广西运到我们东北真的是不容易，我们现在都零下十多度了，我把它缓缓了三四个小时，然后才吃口感相当好,5,j***w,,2020-11-23 17:55:59
14898316051,红心蜜柚酸甜可口！京东商城的这个种水果的活动搞得非常非常好，动动手指浇浇水，然后再花一分钱就能买到想吃的水果！这次的柚子是梅州柚！感觉超棒！大家快来买几个吃吃看吧！,5,j***c,,2020-11-14 08:05:24
14881392829,蜜柚个大肉质厚，与图片上的蜜柚还好，物流不错发货超级快，取快递方便，服务质量优良给商家点👍！,5,H***l,,2020-11-11 18:43:10
14873683015,红柚收到，非常新鲜，成实个头大，打开看看果肉非常饱满，皮薄。尝了一尝口感挺好，酸甜可口，非常好。,5,为***沐,,2020-11-10 15:28:11
15428471130,是种树浇水得的，但质量也得过硬才行呢,3,j***船,,2021-03-16 21:23:54
14868537878,果子的个头很大，鲜果，服务态度也好，物流也很给力，这次购物非常满意！,5,j***f,,2020-11-09 16:25:12
14867008615,鲜嫩爽口，真正的物美价廉，比超市买的便宜太多，柚子不上火，果肉非常细腻，一口咬下去，唇齿留香，看皮看得出挺新鲜的，还可以加些蜂蜜坐蜂蜜柚子茶，又是一种独特的风味，果肉全是黄色的，晶莹剔透，多汁饱满，吃起来酸酸甜甜的，很满意,5,j***x,,2020-11-09 11:41:42
14823105167,真的太好了，满意，皮真的超级薄,5,j***6,,2020-11-01 09:42:56
16728192603,有点酸,5,j***L,,2021-11-26 21:22:23
16723766679,非常好吃多次购买不错,5,j***O,,2021-11-26 08:12:55
16721282346,甜嫩汁多，好！,5,p***5,,2021-11-25 17:57:27
16715953114,太酸，还红心，一点都不红,5,j***1,,2021-11-24 17:00:32
16711385594,建议大家别买。买4个有两个都要不的。（照片二上那个柚子已经完全软了，咋吃？）,5,u***3,,2021-11-23 20:09:42
16710289718,柚子新鲜干净味道清香,5,u***6,,2021-11-23 17:08:24
16703365937,皮薄肉多，已回购，下次还来。,5,酒***两,,2021-11-22 16:51:42
16697891777,果肉很不错，很好吃，价格也便宜，很划算！,5,乀***卖,,2021-11-21 17:07:30
16684471006,很好吃回购好几次了，给父母买的，反应很好，哈哈哈哈哈哈哈哈哈哈哈哈哈哈姐姐家,5,j***0,,2021-11-19 10:02:54
16681964320,味道好吃甜水份大，已经是第3次回购了。今年冬天吃的柚子就他家的了，等吃完了还会再买。,5,h***m,,2021-11-18 20:09:06
16674781057,第三次买，这次有大有小，有生有熟，希望一样鲜甜多汁。,4,j***的,,2021-11-17 20:57:07
16672001249,差差差差,3,j***f,,2021-11-17 15:05:19
16671287287,很甜,5,小***儿,,2021-11-17 13:11:45
16666597914,此用户未填写评价内容,5,j***n,,2021-11-16 19:15:41
16662335576,买了n次了真的喜欢吃新鲜又便宜,5,木***嗳,,2021-11-16 16:26:35
16659621000,收到一分钱奖励的以后感觉很好吃，回购的。不过竟然是天壤之别，皮又厚又酸，难吃。唉这次还多买了一点。经验主义害***！习惯好评都不容易,5,y***3,,2021-11-16 13:47:44
16652313257,不知道是因为双十一还是怎么的，居然好几天才到，虽说是两个，但感觉好小的感觉，包装也感觉很随意,5,小***尔,,2021-11-15 18:15:07
16651667048,回购很多次了，还不错，这种东西也看运气,5,z***y,,2021-11-15 17:12:43
16642974516,柚子收到了，还不错哦，五分好评,5,可***爱,,2021-11-14 18:09:30
16641989212,不错。。。,5,海***7,,2021-11-14 16:06:48
14819462780,果子收到了。满意，非常满意,5,j***f,,2020-10-31 12:11:06
14812506982,柚子蜜柚很新鲜，福建红心柚子口感很好，鲜甜可口！,5,蒋***和,,2020-10-29 15:22:10
14785598151,柚子收到了，非常好吃。粒粒饱满。还会买的,5,j***f,,2020-10-22 22:25:48
14726109486,因快递老板家里有事耽搁了两天，不过还好，收到的柚子还是好好的，新鲜，包装得很好，是红心的柚子，皮薄果肉饱满，口感蛮好的，好吃甜，水份足足的，家人也都说口感很好，整体满意，必须五星好评👍蛮好的，会关注再来。,5,仔***9,,2020-10-07 16:57:17
14704087653,梅姨的柚子很漂亮。很足称。感谢惊喜，感谢卖家，感谢农场。今年中秋用来吃和送人刚刚好。谢谢各位。,5,j***流,,2020-10-01 08:42:17
14741949571,"收到柚子,非常新鲜,没有坏的,表皮看着也很漂亮,果肉也非常的好吃,老人小孩都喜欢吃,吃完整个口腔都是柚子的清香味。一股淡淡的清香,是正宗的蜜柚味道,柚子品质好,皮薄肉厚,每一个个头都差不多一样大,比较新鲜,没有坏的,甜甜的味道很好吃。非常满意。水分也很多,很新鲜,颗粒大水分足,味道不错,挺甜的汁水浓密,我喜欢,家人也很喜欢！忍不住又扒了一个柚子是真的不错
这色泽就让我流口水柚子吃起来也不干味道不错又是一个甜甜的柚子喜欢吃水果这一个柚子被我一天就吃完了喜欢他家的果子新鲜分量足味道美 价格也不贵不错不
错我很满意值得推荐",5,用***爱,,2020-10-11 19:55:44
14797355266,"柚子很好吃，感谢京东果园，免费的。也是被我们的老百姓喜闻乐见的一类水果，它的主要特点就是含钾非常丰富，所以当我们临床中因为缺钾造成了各种疾病，纷纷拿柚子作为这种补充的食材。
并且它的特点，它含钠非常少，能够在补充钾的过程中，还有一定的排钠的作用。除了关于电解质之外，柚子中的维生素C的含量也是非常丰富的，所以它具备很强的抗氧化作用。
大家可以看到，柚子的皮都很厚，它能够防止日晒造成的维C的丢失，对我们的这种长期食用，对于每天补充维生素C，是非常有帮助的。
由于柚子有这样的一些优点，它在心血管的疾病的防治之中，对于降低血液中的高胆固醇血症，都是有自己的一些功效。",5,懂***5,,2020-10-25 21:28:40
16467845696,很好，皮薄肉厚，很甜，水分刚刚好，可能再放两天会更好,5,9***m,,2021-10-15 22:29:59
16326279192,这次是回购十斤3个大果。第一次品尝是浇水果免费的。这个柚子皮薄，肉是红红的，酸甜度刚好，水份也足，价格合适，店家打包也好。发货速度也很快，隔天就到了。下次还会回购的。,5,创****,,2021-09-18 21:56:37
14654542808,发货很快 物流也很快 包装很好 没有破损 还没有吃 是在农场兑换的 挺划算的 如果好吃以后也会继续回购 也会推荐给朋友来买,5,用***9,,2020-09-18 00:00:44
16609142989,好吃,5,简***7,,2021-11-09 23:02:41
16608237889,很棒呀 水分足,5,我***2,,2021-11-09 20:31:47
16606979965,多次购买了，小个头的水份更足！,5,D***g,,2021-11-09 17:29:37
16597727384,好吃。多次购买了。认准了你家的柚子。会回购。,5,气***妮,,2021-11-08 10:08:05
16593601312,买了好几次了，果肉有些老了，不准备再下单了。最后这次不好，,5,j***g,,2021-11-07 17:13:09
16589584644,物美价廉，挺好吃的。可以买点吃试试。小孩也爱吃。减肥必备品。哈哈哈哈哈哈。减肥多吃吃，发货挺快的，包装也没有坏。好评好评好评。,5,晴***1,,2021-11-06 23:15:30
16584601736,买了几次了，喜欢吃橘子橙子柚子这种水果，一边看电视一边吃,5,喜***起,,2021-11-06 09:14:58
16583547195,不甜,5,j***f,,2021-11-05 22:51:41
16564668647,全五星好评符合商家对商品的描述，挺好的。加油哦！,5,u***g,,2021-11-03 09:00:20
16557910866,很好吃，水分充足，同事都买了,5,j***P,,2021-11-02 10:12:59
16552923612,口味不错！,5,j***e,,2021-11-01 15:49:22
16551278206,三个大果，很甜，有硬心,5,j***y,,2021-11-01 11:07:28
16547785091,柚子很甜，物流很快，值得购买,5,l***q,,2021-10-31 19:02:14
16546219935,果肉干巴 无水分 根本难以下咽 商家不承认 认为没有问题 简直无语 花钱买教训了 希望消费者不要上当受骗,1,j***t,,2021-10-31 13:26:47
16542184426,此用户未填写评价内容,5,j***Y,,2021-10-30 16:28:18
