评论,品质,味道,价格,分量,外观,物流,客服,粗粒度
不 较 熟 ， 水 少,2,2,2,0,2,2,2,0
柚子 过 季 了 ， 整体 不 太 新鲜 也 有 苦味 ， 明年 再 来 吧,0,2,2,2,2,2,2,2
柚子 不 大 ， 但 挺 好吃 的 。,0,1,2,2,2,2,2,1
上次 吃 这 柚子 还是 前年 ， 好 可怜 哦,1,1,2,2,2,2,2,2
蛮 好吃 的 ， 就 是 皮 太 厚 了,2,1,2,2,0,2,2,1
多次 购买 ， 品质 比较 稳定 ， 酸甜度 适中 ， 水分 足,1,1,2,1,2,2,2,2
一点 都 不 甜 一点 都 不 甜 一点 都 不 甜 没 味道,2,0,2,2,2,2,2,0
我 觉得 非常 好 ， 物流 特别 快 ， 客服 人 很 好 ， 水果 个 头 也 很 大 ， 果实 很 饱满 。 推荐 大家 购买 ！,1,1,2,1,2,1,2,2
两 个 红心柚 子 大小 一样 ， 已经 吃 了 一个 ， 非常 甜 ， 皮 也 不 厚 ， 分量 也 很足 ， 卖家 发货 速度 很 快 ， 快递员 态度 也 很 好 送 到 家门口 ， 非常 满意,1,1,2,1,1,2,1,2
红心柚 ， 一 箱 两 个 ， 个头 不 是 特别 大 ， 但 质量 很 好 。 收到 时 很 新鲜 ， 想 着 放 一 放 再 吃 ， 应该 会 更 好吃 。随箱 附着 有 说明 ， 还有 一个 小 零件 ， 不 知道 是 用 来 干 什么 的 。 柚子 放 了 一阵 后 ， 有 柚香味 了 ， 柚皮 黄黄的 、 软软的 ， 皮子 也 特别 薄 ， 很 不错 。,1,1,1,1,1,1,2,2
物流 必须 大大 地 赞 ， 这 速度 杠杠的 ， 从 农场 种 的 东西 都 很 好吃 ， 寄 来 一个 箱子 ， 里面 的 柚子 还 包 了 一 层 塑料袋 ， 包装 不错 人性化 ， 柚子 完好无损 ， 水分 大 微酸 ， 清 甜 ， 一点点 苦味 ， 剥 开 色红 ， 不错 不错 ， 满 屋子 柚子皮 的 香味 ， 五 分 好评 。,2,1,2,1,1,1,1,2
酸,2,0,2,2,2,2,2,0
包装 完好无损 ， 韵达 物流 很快 ， 红心蜜柚 很 新鲜 棒棒哒,1,2,2,2,2,2,2,2
东东 农场 得 来 的 ， 真心 不错 哦 ， 发货 快 ， 快递 也 给力 ， 柚子 很 新鲜 。 满意 ～,1,2,2,2,2,1,1,2
物流 很 快 ， 收到 货 后 拿 回家 立马 打开 看 了 ， 两 个 柚子品 相 不错 ， 还 没有 打开 吃 呢 ， 果香味 很足 ， 期待,1,1,1,2,1,1,2,2
好 失望 ， 柚子皮 非常 厚 又 硬 ， 个头 又 小 ， 那些 好评 绝对 是 刷 出来 的,1,0,2,0,2,2,1,1
水 份 差点,2,0,2,2,2,2,2,0
很 满意 挺 不错 的,1,1,1,2,1,1,1,2
柚子 挺 新鲜 的 ， 皮薄 肉 厚汁 多 ， 挺 好吃 的,1,1,2,2,2,2,2,2
好好 吃 ， 很 甜 果子 很 好,2,1,2,2,2,2,2,2
为什么 柚子 是 苦 的 。 你 的 良心 不 痛 吗 ？,0,1,2,2,2,2,1,1
到 现在 也 没 收到 退款 差评,0,2,2,2,2,0,2,2
柚子 不错 ， 红心 的 ， 很 甜 ， 个子 很 大 。,1,1,2,1,2,2,2,2
有点 酸,2,0,2,2,2,2,2,2
包装 很 有 个性 啊 ， 纳爱斯 meet 柚 ， 十分 有意思 。 没有 破损 ， 也 很 快速 。 柚子 的 个头 也 很 大 ， 水分 也 很足 ， 味道 也 不错 ， 如果 找 缺点 的 话 ， 就 是 芯 不 红 啊 。,2,1,2,1,1,1,2,2
这个 柚子 特别 好 水份 大 好吃,2,1,2,1,2,2,2,2
很 好,1,1,2,2,2,2,2,2
宝贝 不错 ， 汁水 多 、 又 甜 ， 很 好吃 ！,1,1,1,2,1,1,2,2
宝贝 不错 ， 汁水足 ， 又 甜 ， 很 好吃 ！,1,1,1,2,1,1,2,2
东西 是 坏 的 ， 果肉 非常 干 ， 生鲜 不 给 退 ， 商家 很 蛮横,0,2,2,2,2,2,0,0
这 柚子 真的 太 好 了 ， 还 没有 烂 完 ， 要是 全部 烂 完 就 完美 了 ， 另外 一个 要是 在 小 一点 就 好 了 ， 像 鸡蛋 一样 ， 多 好 播 这家 的 柚子 我 真是 谢谢 你 ， 我 也 谢谢 京东,1,2,2,0,1,2,2,1
有 一个 是 烂 的 ， 另外 一个 是 白心 的 ， 是 酸 的 ， 差 得 很,0,0,2,2,2,0,2,0
买 了 他们 家 很多 的 游子 ， 去年 买 了 ， 今年 也 满 了 。 一直 喜欢 吃 肉 。 肉 非常 的 嫩 ， 水 也 非常 的 多 。 等 我 吃 完 了 ， 我 还 会 去 他家 买 。 感谢 快递 小哥 ， 辛苦 啦 。,2,1,2,2,2,2,2,2
柚子 包装 很 好 ， 到 货 快 ， 色泽 诱人 ， 甜甜 酸酸 的 ， 特别 好吃 ， 很 喜欢 ， 已经 买 好几 次 了 。,1,1,2,2,1,1,2,2
比较 甜 的 柚子 ， 红心 的 柚子 ， 很 好吃 ， 下回 还 在 这里 买 ， 一会儿 就 吃 了 一个 大 的 柚子 ， 还是 大 的 好吃 。,1,2,2,2,2,2,2,2
京东 农场 种 的 ， 非常 新鲜 的 。 外表 金黄 ， 皮薄 肉 大 ， 果肉 成 紫红色 ， 酸酸甜甜 的 口感 正好 。 快递 包装 完好无损 ， 速度 也 快 。 满星 好评 ！,1,1,2,2,1,1,1,2
东东 农村 来 的 柚子 。 红心柚 子 ， 味道 不错 ， 发货 快 ， 物流 也 还 给力 ， 非常 满意 ～,1,1,2,2,2,1,1,2
真心 不错 ， 皮薄 汁 多 酸 甜 可口,1,1,1,2,1,1,2,2
不错 ， 很 好 ， 非常 新鲜 的 。 外表 金黄 ， 皮薄 肉 大 ， 果肉 成 紫红色 ， 酸酸甜甜 的 口感 正好 。 快递 包装 完好无损 ， 速度 也 快 。 满星 好评 ！,1,1,1,2,1,1,1,2
红心柚 果肉 非常 诱人 ， 一 拿 回来 就 迫不及待 开 了 个 ， 切开 皮闻 到 浓浓的 柚子 香味 ， 酸酸甜甜 好吃 ， 皮薄 肉厚 颜色 非常 好看 ， 有 点点 酸头 感觉 挺 好吃 的 ， 果肉 颗粒 清晰 可见粒粒 饱满 感觉 非常 好 ， 满手 的 果香 都 舍不得 洗手 了 ， 太 喜欢 这种 香味 了 果实 饱满 ， 最 重要 的 还是 很 实惠 吃 完 继续 买 。,1,1,1,2,1,2,2,2
柚子 收到 了 ， 非常 好吃 ， 也 非常 满意 。 已经 买 了 很多 次 了 。 水分 非常 多 ， 粒粒 肉 饱满,1,1,2,2,2,2,1,2
红心柚 子 含有 丰富 的 维生素 c 也 含有 丰富 微量元素 ， 是 一 款 营养 价值 很 高 的 一 款 水果 ， 柚子 收到 就 迫不及待 切开 吃 了 ， 皮薄 肉 多 ， 很 甜 ， 不 酸 ， 好吃 还 不 贵 ， 比 超市 那种 白心 的 还 便宜 ， 一 吃 就 停 不 下来 了 ！ 孩子 也 喜欢 吃 ！ 一会 的 功夫 俩 孩子 就 吃 完 了 ！,1,1,1,2,2,2,2,2
产品 包装 合理 ， 水果 新鲜 水质 清 甜 ， 快递 也 快 ， 食用 还是 很 好 味道 。,1,1,2,2,1,1,2,2
一个 月 买 次 真的 好吃 新鲜 的 很,1,1,2,2,2,2,2,2
好评 ， 三 个 都 很 大 ， 还 没 吃 ， 闻 着 很 香柚 子味 。,2,1,2,2,2,2,1,2
说实话 就是 有 点 酸,2,0,2,2,2,2,2,2
之前 是 朋友 在 这 一 家 店 买 的 柚子 。 然后 吃 着 很 甜 ， 也 很 好吃 。 这 一 次 我 自己 下 了 ， 一 单 买 了 两 个 。 刚 开始 打开 的 时候 ， 外面 有 点儿 那个 坏 的 样子 。 给 客服 发 了 信息 ， 客服 给 说是 不 是 坏 的 ， 然后 我 自己 打开 了 。 那个 里边儿 一点儿 事儿 没有 ， 应该 外面 是 正常 的 现象 。 挺 好吃 的 ， 也 不 也 不 会 说 太 干 ， 然后 那个 酸甜酸 甜 的 。 有 时间 的话 ， 再 回购 几 单 。 在 买 着 吃 。,0,1,2,2,0,2,0,1
买 的 发霉 的 柚子 ， 不要 买,1,2,2,2,2,2,2,2
买 四 个 烂 两 个,0,2,2,2,2,2,2,0
质量 不错 我 很 喜欢 ， 味道 不错 水 多 果 甜 ， 快递 也 很 快,1,1,2,2,1,1,2,2
柚子 已经 不好 吃 了 ， 苦 ， 有 酒味,0,1,2,2,2,2,2,1
皮 太 厚 ， 不 是 很 好,1,1,2,2,0,2,2,1
回购,2,2,2,2,2,2,1,2
芯 不 红 ， 感觉 没 熟透 。 有点 失水 。 一般 一般 一般 。,2,2,2,0,2,2,2,2
不错 的 一 次 购物 体验 ， 个 大 又 好吃 ， 还 会 再 来 买 的 。,2,1,2,2,2,2,1,2
货物 收到 了 ， 包装 简单 ， 柚子 三 个 不知 如何 ， 尝试 后 再说 。,0,2,2,2,1,1,2,1
好吃 不错 价格 不 算 实惠,2,2,1,2,2,2,2,2
不错 ， 酸甜可口 ， 会 回购 的 ， 好吃,1,1,1,2,1,1,1,2
特别 垃圾 旗舰店 ， 特别 垃圾 旗舰店 ， 千万 别 买,0,2,2,2,2,0,2,0
商家 人 不错 ， 少 发 一个 ， 立马 补 赔 了 。 吃起来 味道 很 不错,2,1,2,0,2,2,2,1
京东商 每天 种 水果 送 的 ！ 很 甜 ， 水 份 也 相当 足 好评 ！ 多 年 来 一直 在 京东 上 买 东西 ， 一直 是 忠实 的 顾客 。 京东 上 的 第三 方 买家 ， 有些 差异 ， 遇到 差 的 第三方 ， 只要 找 京东 ， 基本 都 能 解决 。 京东 上 时 有的 活动 ， 价格 又 很 实惠 。 何乐而不为 呢 ？,1,1,1,1,2,0,1,1
红心柚 收到 ， 是 京东 农场 种 树 收获 的 水果 ， 一 箱 两 个 ， 个头 不 是 特别 大 ， 但 质量 很 好 ， 很 新鲜 ， 外表 金黄 ， 切 开皮 浓浓的 柚香 ， 果肉 红艳 诱人 ， 肉质 紧实 ， 果粒 饱满 多 汁 ， 味道 清 甜 微酸 ， 口感 好 。 店家 发货 快 ， 快递 给力 ， 包装 完好无损 。 谢谢 店家 ， 谢谢 京东 ， 祝 老板 生意 兴隆 ！,1,1,2,1,1,1,1,2
柚子 特别 好 ， 从 广西 运 到 我们 东北 真 的 是 不 容易 ， 我们 现在 都 零下 十 多 度 了 ， 我 把 它 缓缓 了 三四 个 小时 ， 然后 才 吃 口感 相当 好,1,1,2,2,2,2,2,2
红心 蜜柚 酸甜 可口 ！ 京东 商城 的 这个 种 水果 的 活动 搞 得 非常 非常 好 ， 动动 手指 浇 浇水 ， 然后 再 花 一 分 钱 就 能 买 到 想 吃 的 水果 ！ 这 次 的 柚子 是 梅州柚 ！ 感觉 超 棒 ！ 大家 快来 买 几 个 吃 吃 看 吧 ！,1,1,2,2,2,2,2,2
蜜柚 个 大 肉质 厚 ， 与 图片 上 的 蜜柚 还 好 ， 物流 不错 发货 超级 快 ， 取 快递 方便 ， 服务 质量 优良 给 商家点 ！,1,0,2,1,1,1,2,1
红柚 收到 ， 非常 新鲜 ， 成 实 个 头 大 ， 打开 看看 果肉 非常 饱满 ， 皮薄 。 尝 了 一 尝 口感 挺 好 ， 酸甜可口 ， 非常 好 。,1,1,2,1,1,1,2,2
是 种 树 浇水 得 的 ， 但 质量 也 得 过硬 才 行 呢,1,2,2,2,2,2,2,0
果子 的 个头 很 大 ， 鲜果 ， 服务 态度 也好 ， 物流 也 很 给力 ， 这 次 购物 非常 满意 ！,2,2,2,1,2,1,1,2
鲜嫩 爽口 ， 真正 的 物美价廉 ， 比 超市 买 的 便宜 太 多 ， 柚子 不 上火 ， 果肉 非常 细腻 ， 一 口 咬 下去 ， 唇齿 留香 ， 看 皮 看 得 出 挺 新鲜 的 ， 还 可以 加 些 蜂蜜 坐 蜂蜜柚 子茶 ， 又 是 一 种 独特 的 风味 ， 果肉 全 是 黄色 的 ， 晶莹剔透 ， 多 汁 饱满 ， 吃起来 酸酸甜甜 的 ， 很 满意,1,1,1,2,1,1,1,2
真的 太 好 了 ， 满意 ， 皮真 的 超级 薄,1,1,2,2,1,2,1,2
非常 好吃 多次 购买 不错,1,1,1,2,1,1,2,2
甜嫩汁 多 ， 好 ！,1,1,2,2,2,2,2,2
建议 大家 别 买 。 买 个 有 两 个 都 要 不 的 。 （ 照片 二 上 那个 柚子 已经 完全 软 了 ， 咋 吃 ？ ）,1,2,2,2,2,2,2,2
柚子 新鲜 干净 味道 清香,2,1,2,2,2,2,2,2
皮薄 肉 多 ， 已 回购 ， 下次 还 来 。,2,1,2,2,2,2,1,2
果肉 很 不错 ， 很 好吃 ， 价格 也 便宜 ， 很 划算 ！,1,1,1,2,2,2,2,2
很 好吃 回购 好几 次 了 ， 给 父母 买 的 ， 反应 很 好 ， 哈哈哈 哈哈 哈哈 哈哈 哈哈 哈哈哈 姐姐 家,1,1,2,2,2,2,1,2
味道 好吃 甜水 份 大 ， 已经 是 第次 回购 了 。 今年 冬天 吃 的 柚子 就 他家 的 了 ， 等 吃 完 了 还 会 再 买 。,2,1,2,1,2,2,1,2
第三 次 买 ， 这 次 有 大 有 小 ， 有生有熟 ， 希望 一样 鲜 甜 多 汁 。,2,1,2,1,2,2,2,2
很 甜,2,1,2,2,2,2,2,2
买 了 n 次 了 真的 喜欢 吃 新鲜 又 便宜,1,1,1,2,2,2,2,2
收到 一 分 钱 奖励 的 以后 感觉 很 好吃 ， 回购 的 。 不过 竟然 是 天壤之别 ， 皮 又 厚 又 酸 ， 难吃 。 唉 这次 还 多 买 了 一 点 。 经验主义 害 ！ 习惯 好评 都 不 容易,2,0,2,2,0,1,1,1
不 知道 是 因为 双十一 还是 怎么 的 ， 居然 好几 天 才 到 ， 虽说 是 两 个 ， 但 感觉 好 小 的 感觉 ， 包装 也 感觉 很 随意,1,1,2,0,2,2,2,1
回购 很多 次 了 ， 还 不错 ， 这种 东西 也 看 运气,2,2,2,2,1,2,1,2
柚子 收到 了 ， 还 不错 哦 ， 五 分 好评,1,1,1,2,1,1,1,2
不错 。。。,1,1,1,2,1,1,2,2
果子 收到 了 。 满意 ， 非常 满意,2,2,2,2,2,1,1,2
柚子 蜜柚 很 新鲜 ， 福建 红心柚 子口感 很 好 ， 鲜甜 可口 ！,1,1,2,2,2,2,2,2
柚子 收到 了 ， 非常 好吃 。粒粒 饱满 。 还 会 买 的,1,1,2,2,2,2,2,2
因 快递 老板 家里 有 事 耽搁 了 两 天 ， 不过 还 好 ， 收到 的 柚子 还是 好好 的 ， 新鲜 ， 包装 得 很 好 ， 是 红心 的 柚子 ， 皮薄 果肉 饱满 ， 口感 蛮 好 的 ， 好吃 甜 ， 水 份 足足 的 ， 家人 也 都 说 口感 很 好 ， 整体 满意 ， 必须 五星好评 蛮 好 的 ， 会 关注 再 来 。,1,1,2,2,1,2,1,2
梅姨 的 柚子 很 漂亮 。 很足 称 。 感谢 惊喜 ， 感谢 卖家 ， 感谢 农场 。 今年 中秋 用 来 吃 和 送 人 刚刚 好 。 谢谢 各位 。,1,1,2,2,2,2,1,2
收到 柚子 非常 新鲜 没有 坏 的 表皮 看 着 也 很 漂亮 果肉 也 非常 的 好吃 老人 小孩 都 喜欢 吃 吃 完 整个 口腔 都 是 柚子 的 清香味 。 一 股 淡淡的 清香 是 正宗 的 蜜柚 味道 柚子 品质 好 皮薄 肉厚 每 一个 个头 都 差不多 一样 大 比较 新鲜 没有 坏 的 甜甜 的 味道 很 好吃 。 非常 满意 。 水分 也 很多 很 新鲜 颗粒 大 水分 足 味道 不错 挺 甜 的 汁水 浓密 我 喜欢 家人 也 很 喜欢 ！ 忍不住 又 扒 了 一个 柚子 是 真 的 不错 这 色泽 就 让 我 流口 水柚子 吃起来 也 不 干 味道 不错 又 是 一个 甜甜的 柚子 喜欢 吃 水果 这 一个 柚子 被 我 一 天 就 吃 完 了 喜欢 他家 的 果子 新鲜 分量 足 味道 美 价格 也 不 贵 不 错 不错 我 很 满意 值得 推荐,1,1,1,1,1,2,1,2
柚子 很 好吃 ， 感谢 京东 果园 ， 免费 的 。 也 是 被 我们 的 老百姓 喜闻乐见 的 一 类 水果 ， 它 的 主要 特点 就是 含钾 非常 丰富 ， 所以 当 我们 临床 中 因为 缺 钾 造成 了 各种 疾病 ， 纷纷 拿 柚子 作为 这种 补充 的 食材 。 并且 它 的 特点 ， 它 含钠 非常 少 ， 能够 在 补充 钾 的 过程 中 ， 还有 一定 的 排钠 的 作用 。 除了 关于 电解质 之外 ， 柚子 中 的 维生素 c 的 含量 也 是 非常 丰富 的 ， 所以 它 具备 很 强 的 抗氧化 作用 。 大家 可以 看到 ， 柚子 的 皮 都 很 厚 ， 它 能够 防止 日晒 造成 的 维 c 的 丢失 ， 对 我们 的 这种 长期 食用 ， 对于 每天 补充 维生素 c ， 是 非常 有 帮助 的 。 由于 柚子 有 这样 的 一些 优点 ， 它 在 心血管 的 疾病 的 防治 之中 ， 对于 降低 血液 中 的 高 胆固醇 血症 ， 都 是 有 自己 的 一些 功效 。,1,1,2,0,0,1,2,1
很 好 ， 皮薄 肉 厚 ， 很 甜 ， 水分 刚刚 好 ， 可能 再 放 两 天 会 更 好,2,1,2,2,2,2,2,2
这 次 是 回购 十 斤 个 大果 。 第一 次 品尝 是 浇 水果 免费 的 。 这个 柚子 皮薄 ， 肉 是 红红的 ， 酸甜度 刚好 ， 水份 也 足 ， 价格 合适 ， 店家 打包 也好 。 发货 速度 也 很 快 ， 隔 天 就 到 了 。 下次 还 会 回购 的 。,1,1,1,2,1,1,1,2
发货 很快 物流 也 很快 包装 很 好 没有 破损 还 没有 吃 是 在 农场 兑换 的 挺 划算 的 如果 好吃 以后 也 会 继续 回购 也 会 推荐 给 朋友 来 买,2,1,1,2,1,1,1,2
很 棒 呀 水分 足,1,1,2,2,2,2,2,2
多次 购买 了 ， 小 个头 的 水份 更 足 ！,2,1,2,0,2,2,2,1
好吃 。 多次 购买 了 。 认 准 了 你 家 的 柚子 。 会 回购 。,2,1,2,2,2,2,1,2
买 了 好几 次 了 ， 果肉 有些 老 了 ， 不 准备 再 下 单 了 。 最后 这 次 不好 ，,0,2,2,2,2,2,2,2
物美价廉 ， 挺 好吃 的 。 可以 买 点 吃 试试 。 小孩 也 爱吃 。 减肥 必备品 。 哈哈 哈哈哈哈 。 减肥 多 吃 吃 ， 发货 挺 快 的 ， 包装 也 没有 坏 。 好评 好评 好评 。,1,1,2,2,1,1,1,2
买 了 几 次 了 ， 喜欢 吃 橘子 橙子 柚子 这种 水果 ， 一边 看 电视 一边 吃,2,1,2,2,1,2,2,2
不 甜,2,0,2,2,2,2,2,2
全 五星好评 符合 商家 对 商品 的 描述 ， 挺 好 的 。 加油 哦 ！,1,1,2,2,2,2,1,2
很 好吃 ， 水分 充足 ， 同事 都 买 了,2,1,2,2,2,2,2,2
口味 不错 ！,1,1,1,2,1,1,2,2
三 个 大果 ， 很 甜 ， 有 硬心,2,1,2,2,2,2,2,2
柚子 很 甜 ， 物流 很 快 ， 值得 购买,1,2,1,2,2,1,2,2
果肉 干巴 无 水分 根本 难以下咽 商家 不 承认 认为 没有 问题 简直 无 语 花钱 买 教训 了 希望 消费者 不要 上当 受骗,1,2,2,2,2,2,0,1
这 次 的 柚子 很 好吃 ， 不 大 ， 正好 一家 人 一 顿 吃 完 ， 很 满意,1,1,2,2,2,2,2,2
很 好吃 ！ 多次 购买 了 ！,2,1,2,2,2,2,2,2
还 行 吧 ， 红柚 个头 有 点 小,1,2,2,0,2,2,2,1
个头 挺 大 ， 还 没 吃,2,1,2,1,2,2,2,2
柚子 清 甜 多 汁,2,1,2,2,2,2,2,2
经常 在 京东 商城 买 水果 ！ 物美价廉 ！ 超值 优惠 ！ 商家 包装 精细 上心 用心 ！ 尤其 在 这 疫情 期间 ， 大意 不得 ！ 红心柚子 ， 红心柚 子 ！ 第一 次 品尝 该 地区 的 红心柚 子 ！ 迫不及待 ， 打开 品尝 一下 ， 个头 不 大 ， 水分 足足 ， 酸酸甜甜 的 味道 ， 比 头 几 天 在 家门口 的 超市 买 的 红心柚 子 好 得 多 ！ ！,1,1,1,0,1,2,1,1
做 任务 免费 送 的 ， 真的 很 不错 ， 感谢 大 强子 。,1,1,1,1,1,1,2,2
每天 在 京东 做 趣味 活动 拿 到 的 奖励品 ， 柚子 的 味道 酸酸甜甜 ， 我 个人 觉得 还 可以 。 大小 分量 这个 就 见仁见智 了 ， 白嫖 来 的 ， 品质 已经 很 可以 了 。 不 知道 商家 有 没 有 亏 很多 钱 ， 毕竟 这 东西 还 包邮 。 希望 店家 生意 越来越 好 ， 多多 赚钱 。 好评 。,1,1,2,2,2,2,1,2
很 满意 ， 下次 再 买 你家 的 ， 果 大 新鲜 值得 推荐 哦 。,1,2,1,1,2,2,1,2
很 好 的 二 个 大 柚子 ， 皮薄 肉 甜 ， 果汁 多 ， 味道 清香 ， 果皮 细腻 又 颜色 正 ， 看到 就 喜人 ， 好 长 时间 才 发货 ， 等待 的 很 值得 ， 包装 好 ， 没 损坏 ， 好,1,1,2,2,1,1,2,2
柚子 已 收到 ， 非常 的 好吃 ， 大人 小孩 都 喜欢 吃 ， 下次 还 来 这家 店 逛 光顾,1,1,2,2,2,2,1,2
果子 不错 哦 很 甜蜜 的 吃 完 了 还 买 它,2,1,2,2,2,2,2,2
还 好 ， 放 很 久 了 都 是 好 的 送货 也 很 快 ， 没 破损,2,2,2,2,2,1,2,2
水分 蛮 多 ， 就 是 有 点 苦 。,2,1,2,2,2,2,2,0
柚子 大个 ， 好吃 ， 皮薄,2,1,2,1,1,2,2,2
这 已经 是 第三 次 下 单 了 ， 两 次 的 都 很 好 ， 这 次 买 的 是 第二 件 的 ， 分 两 个 地方 发 的 货 ， 看来 第二 件 不 咋 样 ， 口感 完全 不如 第一 件 。,1,0,2,2,2,2,2,1
柚子 上面 都 是 干 的 ， 不好吃 ， 不 甜 ， 酸,2,0,2,2,0,2,2,0
烂 的,0,2,2,2,2,2,2,0
不好 ， 非常 干 没 水分,2,1,2,2,1,2,2,0
红心柚 很 好吃 ， 谢谢 店家 ！,2,1,2,2,2,2,1,2
超级 好吃,2,1,2,2,2,2,2,2
之前 买 了 两 次 ， 嫩 ， 酸甜适 中 ， 可是 这 次 买 了 个 口感 不 一样 ， 粗 ， 干 ， 掰 着 就 散 。 联系 客服 照相 后 客服 坚持 说 没什么 ， 无语 了,2,0,2,2,0,2,1,1
在 京东 上 最 差 的 一 次 购物 了 ， 不 知道 是 不 是 还 没 成熟 ， 一点 甜味 都 没有 ， 跟 吃 木头 棍 似 得 ， 好多 都 是 白色 的 ， 没有 水分,2,0,2,2,2,0,2,0
不错 ， 小孩 挺 喜欢 吃 的,1,1,1,2,1,1,2,2
非常 不错 的 蜜柚 ， 吃起来 很 糯 ， 色彩 鲜艳 ， 一共 个 ， 两 大 一 小 ， 比 上次 购买 的 蜜柚 好吃 些 ， 有 需要 下次 再 回购 ， 物流 也 很 好 ， 很 好 ， 全,1,1,1,1,1,1,1,2
好吃 ， 已 多次 购买 ， 还 推荐 给 朋友 。,2,1,2,2,2,2,2,2
货物 收到 了 ， 包装 无损 ， 快递 还 行 ， 品质 尝试 后 再说 。,1,2,2,2,1,1,2,2
还 可以,1,1,2,2,2,1,2,2
一般,2,2,2,0,2,2,2,2
还 可以 。 水份 比较 足 ！,1,1,2,2,2,1,2,2
一个 是 苦 的 ， 吐 了 ， 上当,0,1,2,2,2,2,2,1
柚子 不 老 ， 甜 、 嫩 、 多汁,1,1,2,2,2,2,2,2
蜜柚 试 吃 是 红色 果肉 味道 酸 甜 可口 ， 果子 颜色 是 蛋 的 黄色 ， 样子 也好 看 性价比 超 高 ， 还是 比较 适合 推荐 购买 的 ， 物流 服务 良好 ， 值得 五星好评 ！,1,1,1,2,0,2,1,1
产地 直销 ， 发货 很 快 ， 下 单 当天 就 发货 了 ， 隔 一 天 可 收到 感谢 商家 ， 发 的 水果 包装 的 很 严实 ， 也 很 新鲜 ， 拆开 品尝 了 一下 ， 汁 水 多 味道 微酸 带 甜 ， 真 的 太 好吃 了 ， 特别 满意 ！,1,1,2,2,1,1,1,2
在 京东 购物 一直 很 满意 ， 这 次 买 的 红油 很 不错 ， 吃起来 甜甜 的 带 一点点 酸 甜 ， 非常 可口 ， 吃 完 了 还 会 再 买 这个 红油 。 非常 超值 ， 物美价廉 值得 购买 。 超赞 啊 ！,1,1,1,2,1,1,1,2
个 红心柚 ， 好吃 ， 甜 ， 水分 大 ， 价格 比 实体店 便宜 很多 ， 皮薄 ， 宝贝 真 的 不错 。,1,1,1,2,1,1,2,2
很快 收到 货 了 包装 完美 ， 质量 很 好 ， 非常 满意 ， 值得 推荐,2,2,1,2,1,1,1,2
梅珍 红心柚 子 个 已 收到 ， 虽然 韵达 快递 用 了 天才 送 到 ， 包装 完好无损 。 打开 一 看 ， 挺 新鲜 ， 好 ！ 商家 还 送 个 开柚子 小 物品 ， 很 细心 ， 赞 ！,1,1,2,0,1,1,1,1
因为 是 兑换 的 礼品 ， 所以 就 不说 那么 多 了 ， 整体 上 感觉 非常 满意 ， 非常 不错,1,1,1,2,1,1,1,2
