分词,评分,评论时间
非常好吃多次购买不错,5,2021-11-26 08:12:55
甜嫩汁多，好！,5,2021-11-25 17:57:27
太酸，还红心，一点都不红,5,2021-11-24 17:00:32
建议大家别买。买个有两个都要不的。（照片二上那个柚子已经完全软了，咋吃？）,5,2021-11-23 20:09:42
柚子新鲜干净味道清香,5,2021-11-23 17:08:24
皮薄肉多，已回购，下次还来。,5,2021-11-22 16:51:42
果肉很不错，很好吃，价格也便宜，很划算！,5,2021-11-21 17:07:30
很好吃回购好几次了，给父母买的，反应很好，哈哈哈哈哈哈哈哈哈哈哈哈哈哈姐姐家,5,2021-11-19 10:02:54
味道好吃甜水份大，已经是第次回购了。今年冬天吃的柚子就他家的了，等吃完了还会再买。,5,2021-11-18 20:09:06
第三次买，这次有大有小，有生有熟，希望一样鲜甜多汁。,4,2021-11-17 20:57:07
差差差差,3,2021-11-17 15:05:19
很甜,5,2021-11-17 13:11:45
买了n次了真的喜欢吃新鲜又便宜,5,2021-11-16 16:26:35
收到一分钱奖励的以后感觉很好吃，回购的。不过竟然是天壤之别，皮又厚又酸，难吃。唉这次还多买了一点。经验主义害！习惯好评都不容易,5,2021-11-16 13:47:44
不知道是因为双十一还是怎么的，居然好几天才到，虽说是两个，但感觉好小的感觉，包装也感觉很随意,5,2021-11-15 18:15:07
回购很多次了，还不错，这种东西也看运气,5,2021-11-15 17:12:43
柚子收到了，还不错哦，五分好评,5,2021-11-14 18:09:30
不错。。。,5,2021-11-14 16:06:48
果子收到了。满意，非常满意,5,2020-10-31 12:11:06
柚子蜜柚很新鲜，福建红心柚子口感很好，鲜甜可口！,5,2020-10-29 15:22:10
柚子收到了，非常好吃。粒粒饱满。还会买的,5,2020-10-22 22:25:48
因快递老板家里有事耽搁了两天，不过还好，收到的柚子还是好好的，新鲜，包装得很好，是红心的柚子，皮薄果肉饱满，口感蛮好的，好吃甜，水份足足的，家人也都说口感很好，整体满意，必须五星好评蛮好的，会关注再来。,5,2020-10-07 16:57:17
梅姨的柚子很漂亮。很足称。感谢惊喜，感谢卖家，感谢农场。今年中秋用来吃和送人刚刚好。谢谢各位。,5,2020-10-01 08:42:17
收到柚子非常新鲜没有坏的表皮看着也很漂亮果肉也非常的好吃老人小孩都喜欢吃吃完整个口腔都是柚子的清香味。一股淡淡的清香是正宗的蜜柚味道柚子品质好皮薄肉厚每一个个头都差不多一样大比较新鲜没有坏的甜甜的味道很好吃。非常满意。水分也很多很新鲜颗粒大水分足味道不错挺甜的汁水浓密我喜欢家人也很喜欢！忍不住又扒了一个柚子是真的不错这色泽就让我流口水柚子吃起来也不干味道不错又是一个甜甜的柚子喜欢吃水果这一个柚子被我一天就吃完了喜欢他家的果子新鲜分量足味道美价格也不贵不错不错我很满意值得推荐,5,2020-10-11 19:55:44
柚子很好吃，感谢京东果园，免费的。也是被我们的老百姓喜闻乐见的一类水果，它的主要特点就是含钾非常丰富，所以当我们临床中因为缺钾造成了各种疾病，纷纷拿柚子作为这种补充的食材。并且它的特点，它含钠非常少，能够在补充钾的过程中，还有一定的排钠的作用。除了关于电解质之外，柚子中的维生素c的含量也是非常丰富的，所以它具备很强的抗氧化作用。大家可以看到，柚子的皮都很厚，它能够防止日晒造成的维c的丢失，对我们的这种长期食用，对于每天补充维生素c，是非常有帮助的。由于柚子有这样的一些优点，它在心血管的疾病的防治之中，对于降低血液中的高胆固醇血症，都是有自己的一些功效。,5,2020-10-25 21:28:40
很好，皮薄肉厚，很甜，水分刚刚好，可能再放两天会更好,5,2021-10-15 22:29:59
这次是回购十斤个大果。第一次品尝是浇水果免费的。这个柚子皮薄，肉是红红的，酸甜度刚好，水份也足，价格合适，店家打包也好。发货速度也很快，隔天就到了。下次还会回购的。,5,2021-09-18 21:56:37
发货很快物流也很快包装很好没有破损还没有吃是在农场兑换的挺划算的如果好吃以后也会继续回购也会推荐给朋友来买,5,2020-09-18 00:00:44
很棒呀水分足,5,2021-11-09 20:31:47
多次购买了，小个头的水份更足！,5,2021-11-09 17:29:37
好吃。多次购买了。认准了你家的柚子。会回购。,5,2021-11-08 10:08:05
买了好几次了，果肉有些老了，不准备再下单了。最后这次不好，,5,2021-11-07 17:13:09
物美价廉，挺好吃的。可以买点吃试试。小孩也爱吃。减肥必备品。哈哈哈哈哈哈。减肥多吃吃，发货挺快的，包装也没有坏。好评好评好评。,5,2021-11-06 23:15:30
买了几次了，喜欢吃橘子橙子柚子这种水果，一边看电视一边吃,5,2021-11-06 09:14:58
不甜,5,2021-11-05 22:51:41
全五星好评符合商家对商品的描述，挺好的。加油哦！,5,2021-11-03 09:00:20
很好吃，水分充足，同事都买了,5,2021-11-02 10:12:59
口味不错！,5,2021-11-01 15:49:22
三个大果，很甜，有硬心,5,2021-11-01 11:07:28
柚子很甜，物流很快，值得购买,5,2021-10-31 19:02:14
果肉干巴无水分根本难以下咽商家不承认认为没有问题简直无语花钱买教训了希望消费者不要上当受骗,1,2021-10-31 13:26:47
这次的柚子很好吃，不大，正好一家人一顿吃完，很满意,5,2021-10-28 19:44:20
很好吃！多次购买了！,5,2021-10-28 16:58:20
还行吧，红柚个头有点小,4,2021-10-28 15:55:09
个头挺大，还没吃,5,2021-10-27 18:20:55
柚子清甜多汁,5,2021-10-24 17:34:32
经常在京东商城买水果！物美价廉！超值优惠！商家包装精细上心用心！尤其在这疫情期间，大意不得！红心柚子，红心柚子！第一次品尝该地区的红心柚子！迫不及待，打开品尝一下，个头不大，水分足足，酸酸甜甜的味道，比头几天在家门口的超市买的红心柚子好得多！！,5,2021-01-21 13:52:04
做任务免费送的，真的很不错，感谢大强子。,5,2020-09-17 18:45:27
每天在京东做趣味活动拿到的奖励品，柚子的味道酸酸甜甜，我个人觉得还可以。大小分量这个就见仁见智了，白嫖来的，品质已经很可以了。不知道商家有没有亏很多钱，毕竟这东西还包邮。希望店家生意越来越好，多多赚钱。好评。,5,2021-03-08 22:25:42
很满意，下次再买你家的，果大新鲜值得推荐哦。,5,2021-03-02 08:32:28
很好的二个大柚子，皮薄肉甜，果汁多，味道清香，果皮细腻又颜色正，看到就喜人，好长时间才发货，等待的很值得，包装好，没损坏，好,5,2021-02-28 22:02:00
柚子已收到，非常的好吃，大人小孩都喜欢吃，下次还来这家店逛光顾,5,2021-02-28 11:44:06
会说话的产品，杠杠的,5,2021-02-26 13:05:50
果子不错哦很甜蜜的吃完了还买它,5,2021-02-25 10:32:41
还好，放很久了都是好的送货也很快，没破损,5,2021-02-16 19:15:47
水分蛮多，就是有点苦。,3,2021-03-14 13:47:25
柚子大个，好吃，皮薄,5,2021-10-17 22:03:46
这已经是第三次下单了，两次的都很好，这次买的是第二件的，分两个地方发的货，看来第二件不咋样，口感完全不如第一件。,5,2021-10-16 15:27:19
柚子上面都是干的，不好吃，不甜，酸,1,2021-10-15 19:42:57
烂的,1,2021-10-14 18:16:23
不好，非常干没水分,1,2021-10-14 13:48:06
红心柚很好吃，谢谢店家！,5,2021-10-14 04:38:58
超级好吃,5,2021-10-12 17:14:19
之前买了两次，嫩，酸甜适中，可是这次买了个口感不一样，粗，干，掰着就散。联系客服照相后客服坚持说没什么，无语了,2,2021-10-11 11:09:07
在京东上最差的一次购物了，不知道是不是还没成熟，一点甜味都没有，跟吃木头棍似得，好多都是白色的，没有水分,1,2021-10-10 18:52:58
不错，小孩挺喜欢吃的,5,2021-10-10 08:14:37
非常不错的蜜柚，吃起来很糯，色彩鲜艳，一共个，两大一小，比上次购买的蜜柚好吃些，有需要下次再回购，物流也很好，很好，全,5,2021-10-09 22:19:34
好吃，已多次购买，还推荐给朋友。,5,2021-10-09 21:53:21
货物收到了，包装无损，快递还行，品质尝试后再说。,4,2021-10-09 21:08:21
还可以,5,2021-10-09 10:11:31
一般,5,2021-10-09 10:10:55
还可以。水份比较足！,5,2021-10-08 13:28:17
一个是苦的，吐了，上当,5,2021-10-04 10:47:24
柚子不老，甜、嫩、多汁,5,2021-10-03 10:02:12
蜜柚试吃是红色果肉味道酸甜可口，果子颜色是蛋的黄色，样子也好看性价比超高，还是比较适合推荐购买的，物流服务良好，值得五星好评！,5,2021-02-11 23:39:07
产地直销，发货很快，下单当天就发货了，隔一天可收到感谢商家，发的水果包装的很严实，也很新鲜，拆开品尝了一下，汁水多味道微酸带甜，真的太好吃了，特别满意！,5,2021-02-09 20:10:05
在京东购物一直很满意，这次买的红油很不错，吃起来甜甜的带一点点酸甜，非常可口，吃完了还会再买这个红油。非常超值，物美价廉值得购买。超赞啊！,5,2021-02-08 10:16:23
个红心柚，好吃，甜，水分大，价格比实体店便宜很多，皮薄，宝贝真的不错。,5,2021-02-06 22:00:20
很快收到货了包装完美，质量很好，非常满意，值得推荐,5,2021-02-06 16:28:54
梅珍红心柚子个已收到，虽然韵达快递用了天才送到，包装完好无损。打开一看，挺新鲜，好！商家还送个开柚子小物品，很细心，赞！,5,2021-02-06 15:38:06
因为是兑换的礼品，所以就不说那么多了，整体上感觉非常满意，非常不错,5,2021-02-05 19:59:20
在东东兑换抽子很好，酸，甜可口，孩子们很喜欢吃，物流快，还想回购。快递小哥服务太度好,5,2021-02-05 15:50:33
包装好快递快！很甜，好吃甜甜的味道不错,5,2021-02-03 21:53:18
很好的二个柚子，在公司收到，同事都喜欢，都说好吃，比超市的好吃多了，清香不涩，甜美多汁，物流好，包装好，没有损伤，京东种水果得到的好,5,2021-02-03 14:38:56
不好吃怪味道，都丢了，慎买,5,2021-09-25 20:06:19
给家里爸妈买的，说好吃,5,2021-09-23 18:51:49
不好吃，干的没有水,1,2021-09-22 21:16:00
柚子外观看起还可以，有一小块坏的地方，没有上次我买的好吃，这次里面水分很干，感觉不甜，不是很好吃！也不知道怎么回事？里面水分很干！,3,2021-09-22 09:52:34
口感一般,5,2021-09-21 21:26:56
水分和甜度都不如上次买的白柚,5,2021-09-20 17:07:43
收到货了，包裹完好，没有挤压到。红心柚一箱个，个头不是特别大，一大三小，但质量很好，水分也非常足，很新鲜。物美价廉，物流给力，价格合适值得回购。,5,2021-09-18 20:15:35
总体满意，有点甜，味道浓，价格便宜，新鲜，吃完再来买。,5,2021-09-17 15:30:11
两个柚子都是内侧长条形的果肉，水分不足，发白，硬硬的，吃起来都是。外侧的果肉还不错。差不多要掰掉超过三分之一的果肉,3,2021-09-17 13:56:38
东西不错，很好的，质量可以，好评。,5,2021-09-16 20:48:23
没水份,5,2021-09-14 19:18:45
果肉很干，一点都不甜，很失败的一次购物。,1,2021-09-13 20:40:15
挺甜,5,2021-09-12 19:17:51
去年买的挺好吃的，今年不知道是不是没到时候，水分不足,5,2021-09-12 09:49:46
发来个来，个头一般大，一个好吃的，水份多，很甜，一个很干，像啃木头，买了份都这样，估计是好的坏的掺着发货的，不怎么好，一般般,5,2021-09-11 17:05:08
有点硬籽，其他的还好,5,2021-09-09 22:02:39
物流太慢，柚子看着倒是不错，今天刚收到还没吃,5,2021-09-09 20:16:22
快递速度挺快的包装也很好，两个虽然个头不大，但质量很好，皮很薄，肉很饱满，水嫩水嫩的很不错，味道酸甜酸甜的，挺好吃的！,5,2021-02-03 08:35:11
比较不错，肉很嫩，颜色粉红，不是上次红色，大小看着比较小，京东免费水果种出来的，已经很满意了。两个都是这么大的，比较均匀。,5,2021-02-02 23:30:39
京东果园中的，感谢京东平台，感谢暑假，蜜柚收到了，快递蛮快的，没几天就收到了，快递小哥服务热情，点赞鼓励，蜜柚包装很好，没有破损，打开蛮惊喜的，两个大大的，色泽金黄，个头均匀，一股蜜柚的香甜味道，很好闻，拨开尝了尝，果肉紧实多汁，颜色红润润的，晶莹剔透，非常诱人，口感酸酸甜甜，皮薄少子，一口下去，都是幸福的味道，关键是价格也实惠，比超市便宜了许多，非常划算，喜欢的朋友抓紧时间下手了。,5,2021-02-01 18:34:00
宝贝收到，味道很甜。,5,2021-01-31 19:39:39
农场种的，上次收获的收到不错，这次就又选了。两个都很新鲜，红心柚子，个头不小。都很饱满，薄皮，酸甜可口，多汁。每个都用袋子单独包装。物流很快。,5,2021-01-31 01:40:53
柚子收到了，又大又圆，皮薄肉厚，酸酸甜甜的，水分很足，很好吃下次还来买,5,2021-01-30 20:30:11
柚子收到了，份量很足，水份足，物美价廉，值得拥有，五星好评,5,2021-01-30 16:47:25
又大又薄买的柚子。真的很好。,5,2021-01-29 20:18:07
非常好吃下次还会种油子,5,2021-01-28 14:48:05
很好好二个柚子，很甜，没涩味苦味，清香味好，物流很快，物品干净，包装很好，没有损坏，没有异味，皮薄味美的红心柚，很好吃。,5,2021-01-28 14:39:11
柚子品质非常好，肉多汁水也多，是红色的心，物流也很快。,5,2021-01-28 11:45:07
物流快，包装好，非常新鲜，清甜微酸，水份特别多，清润甘之如饴，皮薄易剥，果肉颜色也增食欲，一吃上瘾，值得买，五星好评！,5,2021-01-27 23:51:09
